ndc11,hcpcs_code,hcpcs_description,drug_name,manufacturer,hcpcs_dosage,pkg_size,pkg_qty,bill_units_per_item,bill_units_per_pkg,has_multiple_hcpcs,all_hcpcs_codes
00000HP1202,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,400.0,1,400.0,400.0,False,
00000HP1204,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,8.0,1,8.0,8.0,False,
00000HP1208,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,160.0,1,160.0,160.0,False,
00000HP1220,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,240.0,1,240.0,240.0,False,
00000HP1407,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,28.0,1,28.0,28.0,False,
00000HP1412,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,48.0,1,48.0,48.0,False,
00000HP1416,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,64.0,1,64.0,64.0,False,
00000HP1616,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,96.0,1,96.0,96.0,False,
00000HP1620,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,320.0,1,320.0,320.0,False,
00000HP1816,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,128.0,1,128.0,128.0,False,
00000HP2202,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,400.0,1,400.0,400.0,False,
00000HP2208,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,160.0,1,160.0,160.0,False,
00000HP2616,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,96.0,1,96.0,96.0,False,
00000HP2620,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,320.0,1,320.0,320.0,False,
00000HP2816,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,128.0,1,128.0,128.0,False,
00000MDRM11,Q4238,"Derm-maxx, per sq cm",Derm-Maxx,Royal Biologics,1 SQ CM,1.0,1,1.0,1.0,False,
00000MDRM22,Q4238,"Derm-maxx, per sq cm",Derm-Maxx,Royal Biologics,1 SQ CM,4.0,1,4.0,4.0,False,
00000MDRM24,Q4238,"Derm-maxx, per sq cm",Derm-Maxx,Royal Biologics,1 SQ CM,8.0,1,8.0,8.0,False,
00000MDRM44,Q4238,"Derm-maxx, per sq cm",Derm-Maxx,Royal Biologics,1 SQ CM,16.0,1,16.0,16.0,False,
00000MDRM48,Q4238,"Derm-maxx, per sq cm",Derm-Maxx,Royal Biologics,1 SQ CM,32.0,1,32.0,32.0,False,
00000MHD510,Q4345,Matrix hd allogrft per sq cm,Matrix HD,Royal Biologics,1 SQ CM,50.0,1,50.0,50.0,False,
00000MLG22W,Q4256,"Mlg complet, per sq cm",MLG-Complete,"Samaritan Biologics, LLC",1 SQ CM,4.0,1,4.0,4.0,False,
00000MLG24W,Q4256,"Mlg complet, per sq cm",MLG-Complete,"Samaritan Biologics, LLC",1 SQ CM,8.0,1,8.0,8.0,False,
00000MLG44W,Q4256,"Mlg complet, per sq cm",MLG-Complete,"Samaritan Biologics, LLC",1 SQ CM,16.0,1,16.0,16.0,False,
00000MLG48W,Q4256,"Mlg complet, per sq cm",MLG-Complete,"Samaritan Biologics, LLC",1 SQ CM,32.0,1,32.0,32.0,False,
00000MOST22,Q4328,"Most, per sq cm",MOST Perforated Multi-Layered Graft,"Samaritan Biologics, LLC",1 SQ CM,4.0,1,4.0,4.0,False,
00000MOST24,Q4328,"Most, per sq cm",MOST Perforated Multi-Layered Graft,"Samaritan Biologics, LLC",1 SQ CM,8.0,1,8.0,8.0,False,
00000MOST44,Q4328,"Most, per sq cm",MOST Perforated Multi-Layered Graft,"Samaritan Biologics, LLC",1 SQ CM,16.0,1,16.0,16.0,False,
00000MOST48,Q4328,"Most, per sq cm",MOST Perforated Multi-Layered Graft,"Samaritan Biologics, LLC",1 SQ CM,32.0,1,32.0,32.0,False,
00000MOST66,Q4328,"Most, per sq cm",MOST Perforated Multi-Layered Graft,"Samaritan Biologics, LLC",1 SQ CM,36.0,1,36.0,36.0,False,
00000MS0101,Q4289,"Revoshield+ amnio, per sq cm",RevoShield +,"MindSight Medical, LLC",1 SQ CM,1.0,1,1.0,1.0,False,
00000MS0202,Q4289,"Revoshield+ amnio, per sq cm",RevoShield +,"MindSight Medical, LLC",1 SQ CM,4.0,1,4.0,4.0,False,
00000MS0203,Q4289,"Revoshield+ amnio, per sq cm",RevoShield +,"MindSight Medical, LLC",1 SQ CM,6.0,1,6.0,6.0,False,
00000MS0204,Q4289,"Revoshield+ amnio, per sq cm",RevoShield +,"MindSight Medical, LLC",1 SQ CM,8.0,1,8.0,8.0,False,
00000MS0404,Q4289,"Revoshield+ amnio, per sq cm",RevoShield +,"MindSight Medical, LLC",1 SQ CM,16.0,1,16.0,16.0,False,
00000MS0406,Q4289,"Revoshield+ amnio, per sq cm",RevoShield +,"MindSight Medical, LLC",1 SQ CM,24.0,1,24.0,24.0,False,
00000MS0408,Q4289,"Revoshield+ amnio, per sq cm",RevoShield +,"MindSight Medical, LLC",1 SQ CM,32.0,1,32.0,32.0,False,
00000NG0101,Q4289,"Revoshield+ amnio, per sq cm",RevoShield + ,Revogen Biologics,1 SQ CM,1.0,1,1.0,1.0,False,
00000NG0202,Q4289,"Revoshield+ amnio, per sq cm",RevoShield + ,Revogen Biologics,1 SQ CM,4.0,1,4.0,4.0,False,
00000NG0203,Q4289,"Revoshield+ amnio, per sq cm",RevoShield + ,Revogen Biologics,1 SQ CM,6.0,1,6.0,6.0,False,
00000NG0204,Q4289,"Revoshield+ amnio, per sq cm",RevoShield + ,Revogen Biologics,1 SQ CM,8.0,1,8.0,8.0,False,
00000NG0404,Q4289,"Revoshield+ amnio, per sq cm",RevoShield + ,Revogen Biologics,1 SQ CM,16.0,1,16.0,16.0,False,
00000NG0406,Q4289,"Revoshield+ amnio, per sq cm",RevoShield + ,Revogen Biologics,1 SQ CM,24.0,1,24.0,24.0,False,
00000NG0408,Q4289,"Revoshield+ amnio, per sq cm",RevoShield + ,Revogen Biologics,1 SQ CM,32.0,1,32.0,32.0,False,
00000NK0816,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Max,Musculoskeletal Transplant Foundation,1 SQ CM,128.0,2,128.0,256.0,False,
00000PAC06M,Q4201,Matrion 1 sq cm,Matrion,Lifenet Health,1 SQ CM,6.0,1,6.0,6.0,False,
00000PAC12M,Q4201,Matrion 1 sq cm,Matrion,Lifenet Health,1 SQ CM,12.0,1,12.0,12.0,False,
00000PAC25M,Q4201,Matrion 1 sq cm,Matrion,Lifenet Health,1 SQ CM,25.0,1,25.0,25.0,False,
00000PAC64M,Q4201,Matrion 1 sq cm,Matrion,Lifenet Health,1 SQ CM,64.0,1,64.0,64.0,False,
00000PF1202,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Perforated,Musculoskeletal Transplant Foundation,1 SQ CM,400.0,1,400.0,400.0,False,
00000PF1208,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,160.0,1,160.0,160.0,False,
00000PF1220,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Perforated,Musculoskeletal Transplant Foundation,1 SQ CM,240.0,1,240.0,240.0,False,
00000PF1616,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,96.0,1,96.0,96.0,False,
00000PF1620,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Perforated,Musculoskeletal Transplant Foundation,1 SQ CM,320.0,1,320.0,320.0,False,
00000PF1816,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,128.0,1,128.0,128.0,False,
00000PF2202,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,400.0,1,400.0,400.0,False,
00000PF2220,Q4128,Flexhd/allopatchhd/sq cm,Flex Pliable Perforated,Musculoskeletal Transplant Foundation,1 SQ CM,240.0,1,240.0,240.0,False,
00000PF2616,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,96.0,1,96.0,96.0,False,
00000PF2620,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,320.0,1,320.0,320.0,False,
00000PF2816,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,128.0,1,128.0,128.0,False,
00000PK1208,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,160.0,2,160.0,320.0,False,
00000PK1616,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,96.0,2,96.0,192.0,False,
00000PK1816,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,128.0,2,128.0,256.0,False,
00000PP0001,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,350.0,1,350.0,350.0,False,
00000PP0002,Q4128,Flexhd/allopatchhd/sq cm,Flex Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,389.0,1,389.0,389.0,False,
00000PP0003,Q4128,Flexhd/allopatchhd/sq cm,Flex Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,598.0,1,598.0,598.0,False,
00000PP1500,Q4128,Flexhd/allopatchhd/sq cm,Flex Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,322.0,1,322.0,322.0,False,
00000PP1502,Q4128,Flexhd/allopatchhd/sq cm,Flex Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,418.0,1,418.0,418.0,False,
00000PP2001,Q4128,Flexhd/allopatchhd/sq cm,Flex Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,350.0,1,350.0,350.0,False,
00000PP2002,Q4128,Flexhd/allopatchhd/sq cm,Flex Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,504.0,1,504.0,504.0,False,
00000PP2003,Q4128,Flexhd/allopatchhd/sq cm,Flex Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,598.0,1,598.0,598.0,False,
00000RK1208,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,160.0,2,160.0,320.0,False,
00000RK1616,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,96.0,2,96.0,192.0,False,
00000RK1816,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,128.0,2,128.0,256.0,False,
00000RP1000,Q4347,Rampart dl matrix per sq cm,Rampart,Stratus Biosystems LLC,1 SQ CM,4.0,1,4.0,4.0,False,
00000RP1001,Q4347,Rampart dl matrix per sq cm,Rampart,Stratus Biosystems LLC,1 SQ CM,6.0,1,6.0,6.0,False,
00000RP1002,Q4347,Rampart dl matrix per sq cm,Rampart,Stratus Biosystems LLC,1 SQ CM,8.0,1,8.0,8.0,False,
00000RP1003,Q4347,Rampart dl matrix per sq cm,Rampart,Stratus Biosystems LLC,1 SQ CM,16.0,1,16.0,16.0,False,
00000RP1004,Q4347,Rampart dl matrix per sq cm,Rampart,Stratus Biosystems LLC,1 SQ CM,24.0,1,24.0,24.0,False,
00000RP1005,Q4347,Rampart dl matrix per sq cm,Rampart,Stratus Biosystems LLC,1 SQ CM,32.0,1,32.0,32.0,False,
00000RP1006,Q4347,Rampart dl matrix per sq cm,Rampart,Biocentric Lab LLC,1 SQ CM,128.0,1,128.0,128.0,False,
00000RP1007,Q4347,Rampart dl matrix per sq cm,Rampart,Biocentric Lab LLC,1 SQ CM,180.0,1,180.0,180.0,False,
00000RP1008,Q4347,Rampart dl matrix per sq cm,Rampart,Biocentric Lab LLC,1 SQ CM,252.0,1,252.0,252.0,False,
00000SF1000,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped Perforated,Musculoskeletal Transplant Foundation,1 SQ CM,90.0,1,90.0,90.0,False,
00000SF1002,Q4128,Flexhd/allopatchhd/sq cm,FlexHD,Musculoskeletal Transplant Foundation,1 SQ CM,90.0,1,90.0,90.0,False,
00000SF1100,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped Perforated,Musculoskeletal Transplant Foundation,1 SQ CM,90.0,2,90.0,180.0,False,
00000SF1500,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped Perforated,Musculoskeletal Transplant Foundation,1 SQ CM,117.0,1,117.0,117.0,False,
00000SF1502,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped Perforated,Musculoskeletal Transplant Foundation,1 SQ CM,117.0,1,117.0,117.0,False,
00000SF1515,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped Perforated,Musculoskeletal Transplant Foundation,1 SQ CM,117.0,2,117.0,234.0,False,
00000SF2000,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped Perforated,Musculoskeletal Transplant Foundation,1 SQ CM,148.0,1,148.0,148.0,False,
00000SF2002,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped Perforated,Musculoskeletal Transplant Foundation,1 SQ CM,148.0,1,148.0,148.0,False,
00000SF2200,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped Perforated,Musculoskeletal Transplant Foundation,1 SQ CM,148.0,2,148.0,296.0,False,
00000SF3000,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped Perforated,Musculoskeletal Transplant Foundation,1 SQ CM,189.0,1,189.0,189.0,False,
00000SF3002,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped Perforated,Musculoskeletal Transplant Foundation,1 SQ CM,189.0,1,189.0,189.0,False,
00000SF3300,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped Perforated,Musculoskeletal Transplant Foundation,1 SQ CM,189.0,2,189.0,378.0,False,
00000SF4000,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped Perforated,Musculoskeletal Transplant Foundation,1 SQ CM,250.0,1,250.0,250.0,False,
00000SF4002,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped Perforated,Musculoskeletal Transplant Foundation,1 SQ CM,250.0,1,250.0,250.0,False,
00000SF4400,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped Perforated,Musculoskeletal Transplant Foundation,1 SQ CM,250.0,2,250.0,500.0,False,
00000SP0001,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped,Musculoskeletal Transplant Foundation,1 SQ CM,1.0,1,90.0,90.0,False,
00000SP0002,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped,Musculoskeletal Transplant Foundation,1 SQ CM,1.0,1,148.0,148.0,False,
00000SP0003,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped,Musculoskeletal Transplant Foundation,1 SQ CM,1.0,1,189.0,189.0,False,
00000SP0004,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped,Musculoskeletal Transplant Foundation,1 SQ CM,250.0,1,250.0,250.0,False,
00000SP0011,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped,Musculoskeletal Transplant Foundation,1 SQ CM,90.0,2,90.0,180.0,False,
00000SP0022,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped,Musculoskeletal Transplant Foundation,1 SQ CM,148.0,2,148.0,296.0,False,
00000SP0033,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped,Musculoskeletal Transplant Foundation,1 SQ CM,189.0,2,189.0,378.0,False,
00000SP0044,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,360.0,2,360.0,720.0,False,
00000SP1502,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped,Musculoskeletal Transplant Foundation,1 SQ CM,117.0,1,117.0,117.0,False,
00000SP1515,Q4128,Flexhd/allopatchhd/sq cm,FlexHD,Musculoskeletal Transplant Foundation,1 SQ CM,117.0,2,117.0,234.0,False,
00000SP2001,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable,Musculoskeletal Transplant Foundation,1 SQ CM,90.0,1,90.0,90.0,False,
00000SP2002,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped,Musculoskeletal Transplant Foundation,1 SQ CM,148.0,1,148.0,148.0,False,
00000SP2003,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped,Musculoskeletal Transplant Foundation,1 SQ CM,189.0,1,189.0,189.0,False,
00000SP2004,Q4128,Flexhd/allopatchhd/sq cm,FlexHD Pliable Shaped,Musculoskeletal Transplant Foundation,1 SQ CM,250.0,1,250.0,250.0,False,
00000TD0405,Q4128,Flexhd/allopatchhd/sq cm,Matrix HD,RTI Surgical,1 SQ CM,20.0,1,20.0,20.0,False,
00000TD0508,Q4128,Flexhd/allopatchhd/sq cm,Matrix HD,RTI Surgical,1 SQ CM,40.0,1,40.0,40.0,False,
00000TD1010,Q4128,Flexhd/allopatchhd/sq cm,Matrix HD,RTI Surgical,1 SQ CM,100.0,1,100.0,100.0,False,
00000TD2203,Q4128,Flexhd/allopatchhd/sq cm,Matrix HD,RTI Surgical,1 SQ CM,6.0,1,6.0,6.0,False,
00000TDF405,Q4128,Flexhd/allopatchhd/sq cm,Matrix HD Fenestrated,RTI Surgical,1 SQ CM,20.0,1,20.0,20.0,False,
00000TDF508,Q4128,Flexhd/allopatchhd/sq cm,Matrix HD Fenestrated,RTI Surgical,1 SQ CM,40.0,1,40.0,40.0,False,
00000TDT346,Q4128,Flexhd/allopatchhd/sq cm,Acellular Dermal Allograft,RTI Surgical,1 SQ CM,24.0,1,24.0,24.0,False,
00000TDT358,Q4128,Flexhd/allopatchhd/sq cm,Acellular Dermal Allograft,RTI Surgical,1 SQ CM,40.0,1,40.0,40.0,False,
00000TDT546,Q4128,Flexhd/allopatchhd/sq cm,Acellular Dermal Allograft,RTI Surgical,1 SQ CM,24.0,1,24.0,24.0,False,
00000TDT558,Q4128,Flexhd/allopatchhd/sq cm,Acellular Dermal Allograft,RTI Surgical,1 SQ CM,40.0,1,40.0,40.0,False,
00000TDT646,Q4128,Flexhd/allopatchhd/sq cm,Acellular Dermal Allograft,RTI Surgical,1 SQ CM,24.0,1,24.0,24.0,False,
00000TDT658,Q4128,Flexhd/allopatchhd/sq cm,Acellular Dermal Allograft,RTI Surgical,1 SQ CM,40.0,1,40.0,40.0,False,
00000WC0202,Q4128,Flexhd/allopatchhd/sq cm,AlloPatch,Musculoskeletal Transplant Foundation,1 SQ CM,4.0,1,4.0,4.0,False,
00000WC0404,Q4128,Flexhd/allopatchhd/sq cm,WC AlloPatch,Musculoskeletal Transplant Foundation,1 SQ CM,1.0,1,16.0,16.0,False,
00000WC0418,Q4128,Flexhd/allopatchhd/sq cm,WC AlloPatch,Musculoskeletal Transplant Foundation,1 SQ CM,1.0,1,32.0,32.0,False,
00000WC1515,Q4128,Flexhd/allopatchhd/sq cm,AlloPatch,Musculoskeletal Transplant Foundation,1 SQ CM,2.25,1,2.25,3.0,False,
00000WC3010,Q4151,"Amnioband, guardian 1 sq cm",WC AmnioBand,Musculoskeletal Transplant Foundation,1 SQ CM,0.8,1,0.8,1.0,False,
00000WC3014,Q4151,"Amnioband, guardian 1 sq cm",WC AmnioBand,Musculoskeletal Transplant Foundation,1 SQ CM,1.5,1,1.5,2.0,False,
00000WC3016,Q4151,"Amnioband, guardian 1 sq cm",AmnioBand Membrane,Musculoskeletal Transplant Foundation,1 SQ CM,2.0,1,2.0,2.0,False,
00000WC3018,Q4151,"Amnioband, guardian 1 sq cm",WC AmnioBand,Musculoskeletal Transplant Foundation,1 SQ CM,2.5,1,2.5,3.0,False,
00000WC3022,Q4151,"Amnioband, guardian 1 sq cm",WC AmnioBand,Musculoskeletal Transplant Foundation,1 SQ CM,1.0,1,4.0,4.0,False,
00000WC3023,Q4151,"Amnioband, guardian 1 sq cm",AmnioBand Membrane,Musculoskeletal Transplant Foundation,1 SQ CM,6.0,1,6.0,6.0,False,
00000WC3024,Q4151,"Amnioband, guardian 1 sq cm",WC AmnioBand,Musculoskeletal Transplant Foundation,1 SQ CM,8.0,1,8.0,8.0,False,
00000WC3034,Q4151,"Amnioband, guardian 1 sq cm",WC AmnioBand,Musculoskeletal Transplant Foundation,1 SQ CM,12.0,1,12.0,12.0,False,
00000WC3038,Q4151,"Amnioband, guardian 1 sq cm",AmnioBand Membrane,Musculoskeletal Transplant Foundation,1 SQ CM,24.0,1,24.0,24.0,False,
00000WC3044,Q4151,"Amnioband, guardian 1 sq cm",WC AmnioBand,Musculoskeletal Transplant Foundation,1 SQ CM,1.0,1,16.0,16.0,False,
00000WC3046,Q4151,"Amnioband, guardian 1 sq cm",WC AmnioBand,Musculoskeletal Transplant Foundation,1 SQ CM,1.0,1,24.0,24.0,False,
00000WC3056,Q4151,"Amnioband, guardian 1 sq cm",AmnioBand Membrane,Musculoskeletal Transplant Foundation,1 SQ CM,30.0,1,30.0,30.0,False,
00000WC3077,Q4151,"Amnioband, guardian 1 sq cm",AmnioBand Membrane,Musculoskeletal Transplant Foundation,1 SQ CM,49.0,1,49.0,49.0,False,
00000WC9002,Q4151,"Amnioband, guardian 1 sq cm",AmnioBand Viable,Musculoskeletal Transplant Foundation,1 SQ CM,4.0,1,4.0,4.0,False,
00000WC9018,Q4151,"Amnioband, guardian 1 sq cm",AmnioBand Viable,Musculoskeletal Transplant Foundation,1 SQ CM,2.54,1,2.54,3.0,False,
00000WC9024,Q4151,"Amnioband, guardian 1 sq cm",AmnioBand Viable,Musculoskeletal Transplant Foundation,1 SQ CM,8.0,1,8.0,8.0,False,
00000WC9034,Q4151,"Amnioband, guardian 1 sq cm",AmnioBand Viable,Musculoskeletal Transplant Foundation,1 SQ CM,12.0,1,12.0,12.0,False,
00000WX4511,Q4163,"Woundex, bioskin, per sq cm",WoundEx Membrane,"Human Regenerative Technologies, LLC",1 SQ CM,1.0,1,1.0,1.0,False,
00000WX4522,Q4163,"Woundex, bioskin, per sq cm",WoundEx Membrane,"Human Regenerative Technologies, LLC",1 SQ CM,4.0,1,4.0,4.0,False,
00000WX4524,Q4163,"Woundex, bioskin, per sq cm",WoundEx Membrane,"Human Regenerative Technologies, LLC",1 SQ CM,8.0,1,8.0,8.0,False,
00000WX4544,Q4163,"Woundex, bioskin, per sq cm",WoundEx Membrane,"Human Regenerative Technologies, LLC",1 SQ CM,16.0,1,16.0,16.0,False,
00000sp1500,Q4128,Flexhd/allopatchhd/sq cm,FlexHD,Musculoskeletal Transplant Foundation,1 SQ CM,117.0,1,117.0,117.0,False,
00000wc9005,Q4151,"Amnioband, guardian 1 sq cm",AmnioBand Viable,Musculoskeletal Transplant Foundation,1 SQ CM,25.0,1,25.0,25.0,False,
00000wc9014,Q4151,"Amnioband, guardian 1 sq cm",AmnioBand Viable,Musculoskeletal Transplant Foundation,1 SQ CM,1.54,1,1.54,2.0,False,
0000100TSXS,Q4121,Theraskin,TheraSkin,Lifenet Health,1 SQ CM,1.0,1,6.25,7.0,False,
0000103TSXL,Q4121,Theraskin,TheraSkin,Lifenet Health,1 SQ CM,1.0,1,115.5,116.0,False,
00002021301,J1817,Insulin for insulin pump use,Humilin R,Eli Lilly and Company,50 UNITS,3.0,1,6.0,6.0,False,
00002751001,J1817,Insulin for insulin pump use,Humalog,Eli Lilly and Company,50 UNITS,10.0,1,20.0,20.0,False,
00002751017,J1817,Insulin for insulin pump use,Humalog,Eli Lilly and Company,50 UNITS,3.0,1,6.0,6.0,False,
00002751659,J1817,Insulin for insulin pump use,Humalog,Eli Lilly and Company,50 UNITS,3.0,5,6.0,30.0,False,
00002753301,J1817,Insulin for insulin pump use,Humalog,Eli Lilly and Company,50 UNITS,3.0,1,6.0,6.0,False,
00002757501,J2267,"Inj, mirikizumab-mrkz, 1 mg",Omvoh,Eli Lilly and Company,1 MG,15.0,1,300.0,300.0,False,
00002762301,J9305,Inj. pemetrexed nos 10mg,Alimta,Eli Lilly and Company,10 MG,1.0,1,50.0,50.0,False,
00002763511,J2358,Olanzapine long-acting inj,Zyprexa Relprevv,Eli Lilly and Company,1 MG,1.0,1,210.0,210.0,False,
00002763611,J2358,Olanzapine long-acting inj,Zyprexa Relprevv,Eli Lilly and Company,1 MG,1.0,1,300.0,300.0,False,
00002763711,J2358,Olanzapine long-acting inj,Zyprexa Relprevv,Eli Lilly and Company,1 MG,1.0,1,405.0,405.0,False,
00002764001,J9305,Inj. pemetrexed nos 10mg,Alimta,Eli Lilly and Company,10 MG,1.0,1,10.0,10.0,False,
00002766901,J9308,"Injection, ramucirumab",Cyramza,Eli Lilly and Company,5 MG,10.0,1,20.0,20.0,False,
00002767801,J9308,"Injection, ramucirumab",Cyramza,Eli Lilly and Company,5 MG,50.0,1,100.0,100.0,False,
00002771601,J9295,"Injection, necitumumab, 1 mg",Portrazza,Eli Lilly and Company,1 MG,50.0,1,800.0,800.0,False,
00002771711,J2267,"Inj, mirikizumab-mrkz, 1 mg",Omvoh,Eli Lilly and Company,1 MG,3.0,1,300.0,300.0,False,
00002772211,J2267,"Inj, mirikizumab-mrkz, 1 mg",Omvoh,Eli Lilly and Company,1 MG,3.0,1,300.0,300.0,False,
00002772801,J1813,Lyumjev for insulin pump use,Lyumjev ,Eli Lilly and Company,50 UNITS,10.0,1,20.0,20.0,False,
00002773701,J1817,Insulin for insulin pump use,Insulin Lispro,Eli Lilly and Company,50 UNITS,10.0,1,20.0,20.0,False,
00002775205,J1817,Insulin for insulin pump use,Insulin Lispro Junior Kwikpen,Eli Lilly and Company,50 UNITS,3.0,5,6.0,30.0,False,
00002801127,J2267,"Inj, mirikizumab-mrkz, 1 mg",Omvoh,Eli Lilly and Company,1 MG,1.0,2,100.0,200.0,False,
00002821305,J1817,Insulin for insulin pump use,Humalog Tempo Pen,Eli Lilly and Company,50 UNITS,3.0,5,6.0,30.0,False,
00002821501,J1817,Insulin for insulin pump use,Humulin R,Eli Lilly and Company,50 UNITS,10.0,1,20.0,20.0,False,
00002821517,J1817,Insulin for insulin pump use,Humulin R,Eli Lilly and Company,50 UNITS,3.0,1,6.0,6.0,False,
00002822259,J1817,Insulin for insulin pump use,Insulin Lispro Kwikpen,Eli Lilly and Company,50 UNITS,3.0,5,6.0,30.0,False,
00002850101,J1817,Insulin for insulin pump use,Humulin R,Eli Lilly and Company,50 UNITS,20.0,1,200.0,200.0,False,
00002879959,J1817,Insulin for insulin pump use,Humalog Kwikpen ,Eli Lilly and Company,50 UNITS,3.0,5,6.0,30.0,False,
